id,cat,name,type,brand,desc,notes,conc,img,sample_price,30ml_price,50ml_price,100ml_price,250ml_price
107,feminine,Le Labo Santal,Inspiration,Elysean Perfumes,"Iconic unisex woody scent with sandalwood, cedar, and leather.","Sandalwood, Cedar, Leather, Woody, Iconic",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,189,255,386,682
108,feminine,Lentheric Panache,Inspiration,Elysean Perfumes,"Classic powdery floral with soft rose, violet, and warm musk.","Rose, Violet, Musk, Floral, Powdery",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,174,226,321,522
109,feminine,Loccitane Osmathus,Exact Match,Elysean Perfumes,Delicate and refined floral fragrance centered around osmanthus with fruity and leathery nuances.,"Osmanthus, Apricot, Leather, Floral, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,173,225,318,515
110,feminine,Maison Francis Kurkdjian Paris Oud Satin Mood Exact,Exact Match,Elysean Perfumes,"Velvety oud with rose, vanilla, and soft woody incense.","Oud, Rose, Vanilla, Incense, Woody",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,202,279,439,813
111,feminine,Maison Crivelli Hibiscus Mahajad,Exact Match,Elysean Perfumes,"Vibrant tropical floral with hibiscus, citrus, and light woods.","Hibiscus, Citrus, Woods, Floral, Tropical",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,196,268,413,749
112,feminine,Maison Francis Kurkdijan Baccarat Rouge,Inspiration,Elysean Perfumes,"Iconic luxurious unisex scent with saffron, jasmine, amberwood, and sweet woody notes.","Saffron, Jasmine, Amberwood, Fir Resin, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,208,290,462,870
113,feminine,Maison Francis Kurkdjian,Inspiration,Elysean Perfumes,"Luminous and fresh with bergamot, white musk, and soft woods.","Bergamot, White Musk, Woods, Fresh, Luminous",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,199,273,425,779
114,feminine,Maison Francis Kurkdjian Apom Eau De Parfum,Exact Match,Elysean Perfumes,"Elegant warm floral with orange blossom, amber, and precious woods.","Orange Blossom, Amber, Woods, Floral, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,193,262,401,719
115,feminine,Maison Francis Kurkdjian Gentle Fluidity Gold,Exact Match,Elysean Perfumes,"Warm spiced oriental with nutmeg, musk, and amber woods.","Nutmeg, Musk, Amber, Woods, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,210,293,470,889
116,feminine,Marc Jacobs Daisy,Inspiration,Elysean Perfumes,"Fresh feminine floral with violet leaf, strawberry, and soft musk.","Violet Leaf, Strawberry, Musk, Floral, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,178,234,338,563
117,feminine,Molton Brown Coastal Cypress & Sea Fennel,Exact Match,Elysean Perfumes,"Fresh coastal fragrance with crisp cypress, sea fennel, and salty marine notes.","Cypress, Sea Fennel, Marine, Woody, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,175,228,325,533
118,feminine,Molton Brown Fiery Pink Pepper,Exact Match,Elysean Perfumes,"Spicy and vibrant with pink pepper, jasmine, and warm woody undertones.","Pink Pepper, Jasmine, Woods, Spicy, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,169,218,302,476
119,feminine,Molton Brown Heavenly Ginger Lily,Exact Match,Elysean Perfumes,"Exotic floral with spicy ginger, lily, and warm tropical woods.","Ginger, Lily, Woods, Floral, Exotic",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,174,227,324,529
120,feminine,Molton Brown Rhubarb And Rose,Exact Match,Elysean Perfumes,"Playful floral with tart rhubarb, fresh rose, and soft musk.","Rhubarb, Rose, Musk, Floral, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,182,243,358,613
121,feminine,Mont Blanc Signature Type,Exact Match,Elysean Perfumes,"Elegant floral with peony, rose, and warm white musks.","Peony, Rose, White Musk, Floral, Elegant",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,184,245,363,625
122,feminine,Narciso Rodriguez Eau Neroli Ambree Type,Exact Match,Elysean Perfumes,"Warm citrus floral with neroli, amber, and soft woody musk.","Neroli, Amber, Musk, Citrus, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,212,299,481,918
123,feminine,Narciso Rodriguez For Her,Inspiration,Elysean Perfumes,"Intimate musky floral with rose, jasmine, and warm sandalwood.","Rose, Jasmine, Sandalwood, Musk, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,180,239,349,591
124,feminine,Narcisse Chloe,Inspiration,Elysean Perfumes,"Fresh green floral with narcissus, rose, and soft earthy woods.","Narcissus, Rose, Woods, Floral, Green",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,177,232,335,556
125,feminine,Nicki Minaj Pink Friday,Inspiration,Elysean Perfumes,"Playful fruity floral with mandarin, jasmine, and warm sandalwood.","Mandarin, Jasmine, Sandalwood, Floral, Fruity",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,176,230,330,545
126,feminine,Nicki Minaj Trini Girl,Inspiration,Elysean Perfumes,"Tropical floral with passion fruit, frangipani, and coconut musk.","Passion Fruit, Frangipani, Coconut, Musk, Tropical",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,171,221,311,497
127,feminine,Paco Rabanne Black Xs Her,Exact Match,Elysean Perfumes,"Dark gothic floral with rose, anise, and warm patchouli base.","Rose, Anise, Patchouli, Floral, Dark",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,185,247,367,636
128,feminine,Paco Rabanne Lady Million,Exact Match,Elysean Perfumes,"Glamorous floral with neroli, raspberry, gardenia, and warm amber.","Neroli, Raspberry, Gardenia, Amber, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,181,240,352,598
129,feminine,Paco Rabanne Lady Million,Inspiration,Elysean Perfumes,"Glamorous floral with neroli, raspberry, gardenia, and warm amber.","Neroli, Raspberry, Gardenia, Amber, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,174,227,323,527
130,feminine,Paco Rabanne Olympea,Inspiration,Elysean Perfumes,"Aquatic floral with jasmine, salted vanilla, and warm cashmere wood.","Jasmine, Vanilla, Cashmere, Aquatic, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,177,232,335,556
131,feminine,Paco Rabanne Olympea Intense,Inspiration,Elysean Perfumes,"Bold and sensual with vanilla, jasmine, and warm amber woods.","Vanilla, Jasmine, Amber, Woods, Sensual",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,177,233,336,559
132,feminine,Penhaligons Halfeti,Exact Match,Elysean Perfumes,"Rich and opulent oriental rose fragrance with oud, spices, and dark woods.","Rose, Oud, Spice, Leather, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,189,255,385,680
133,feminine,Pink Chiffon,Inspiration,Elysean Perfumes,"Light and airy with soft florals, sheer peach, and clean musk.","Floral, Peach, Musk, Airy, Light",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,174,227,323,527
134,feminine,Rhiana Crush,Inspiration,Elysean Perfumes,"Fruity floral with berries, peach, and warm soft musky base.","Berries, Peach, Musk, Floral, Fruity",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,187,250,375,655
135,feminine,Roberto Cavali Just Cavalli For Her,Inspiration,Elysean Perfumes,"Wild and exotic floral with fruits, jasmine, and warm woods.","Fruits, Jasmine, Woods, Floral, Exotic",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,180,238,348,588
136,feminine,Sol De Janeiro Cheirosa 40,Inspiration,Elysean Perfumes,"Tropical gourmand with coconut, praline, and warm vanilla musk.","Coconut, Praline, Vanilla, Musk, Gourmand",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,177,233,337,561
137,feminine,Sol De Janeiro Cheirosa 48 -,Inspiration,Elysean Perfumes,"Bright floral with jasmine, pink pepper, and creamy sandalwood.","Jasmine, Pink Pepper, Sandalwood, Floral, Creamy",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,199,273,425,779
138,feminine,Sol De Janeiro Cheirosa 50 -,Inspiration,Elysean Perfumes,"Fresh floral with vanilla orchid, coconut, and warm amber musk.","Vanilla, Orchid, Coconut, Amber, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,181,240,351,597
139,feminine,Sol De Janeiro Cheirosa 62 -,Inspiration,Elysean Perfumes,"Iconic Brazilian blend of pistachio, salted caramel, and vanilla.","Pistachio, Caramel, Vanilla, Gourmand, Sweet",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,174,226,322,524
140,feminine,Sol De Janeiro Cheirosa 68,Inspiration,Elysean Perfumes,"Sweet floral with caramel, jasmine, and warm toasted coconut.","Caramel, Jasmine, Coconut, Floral, Sweet",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,171,222,312,499
141,feminine,Sol De Janeiro Cheirosa 71 -,Inspiration,Elysean Perfumes,"Fruity floral with passion fruit, pink pepper, and warm woods.","Passion Fruit, Pink Pepper, Woods, Floral, Fruity",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,174,226,322,524
142,feminine,Sol De Janeiro Cheirosa 78 -,Inspiration,Elysean Perfumes,"Fresh aquatic blend with sea notes, soft florals, and light musk.","Sea, Floral, Musk, Aquatic, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,183,244,361,620
143,feminine,Tabu Dana,Inspiration,Elysean Perfumes,"Classic oriental with rose, jasmine, amber, and warm spicy base.","Rose, Jasmine, Amber, Spice, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,199,274,427,783
144,feminine,Thierry Mugler Alien,Exact Match,Elysean Perfumes,Mysterious floral with white sambac jasmine and warm amber woods.,"Jasmine, Amber, Woods, Floral, Mysterious",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,182,242,356,607
145,feminine,Thierry Mugler Alien Goddess Type,Exact Match,Elysean Perfumes,"Luminous floral with jasmine, vanilla, and warm sandalwood glow.","Jasmine, Vanilla, Sandalwood, Floral, Luminous",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,196,268,414,751
146,feminine,Thierry Mugler Angel Type - Angelina,Exact Match,Elysean Perfumes,"Iconic gourmand with praline, chocolate, patchouli, and vanilla.","Praline, Chocolate, Patchouli, Vanilla, Gourmand",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,177,233,336,559
147,feminine,Tom Ford Black Orchid Type,Exact Match,Elysean Perfumes,"Dark, sensual and mysterious with black orchid, spices, and rich dark chocolate notes.","Black Orchid, Spice, Chocolate, Vanilla, Patchouli",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,177,233,336,559
148,feminine,Tommi Hilfiger Tommy Girl,Inspiration,Elysean Perfumes,"Fresh feminine floral with apple, violet, rose, and light musk.","Apple, Violet, Rose, Musk, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,176,230,330,545
149,feminine,Versace Bright Crystal,Inspiration,Elysean Perfumes,"Light and fresh with pomegranate, peony, lotus, and soft musk.","Pomegranate, Peony, Lotus, Musk, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,166,213,292,449
150,feminine,Versace Versace Eros Pour Femme,Exact Match,Elysean Perfumes,"Vibrant floral with lemon, pomegranate, peony, and warm musk.","Lemon, Pomegranate, Peony, Musk, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,181,240,352,598
151,feminine,Victoria'S Secret Bombshell Intense,Exact Match,Elysean Perfumes,"Bold fruity floral with exotic fruits, jasmine, and warm woods.","Exotic Fruits, Jasmine, Woods, Floral, Bold",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,175,228,325,533
152,feminine,Victoria'S Secret Bombshell Passion,Exact Match,Elysean Perfumes,"Passionate fruity floral with berries, jasmine, and warm vanilla.","Berries, Jasmine, Vanilla, Floral, Fruity",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,176,230,330,543
153,feminine,Victoria'S Secret Bombshell Seduction,Exact Match,Elysean Perfumes,"Sensual dark floral with blackcurrant, rose, and warm musk.","Blackcurrant, Rose, Musk, Floral, Dark",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,181,239,350,593
154,feminine,Victoria'S Secret Love Spell Golden,Exact Match,Elysean Perfumes,"Sweet romantic mist with cherry blossom, peach, and soft musk.","Cherry Blossom, Peach, Musk, Floral, Sweet",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,175,228,326,534
155,feminine,Victoria'S Secret Merlot And Pear,Exact Match,Elysean Perfumes,"Juicy and sweet with ripe pear, merlot wine, and soft floral undertones.","Pear, Merlot, Floral, Musk, Sweet",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,171,222,311,498
156,feminine,Victoria'S Secret Ruby Rose,Exact Match,Elysean Perfumes,"Romantic floral with rose, raspberry, and warm velvety woods.","Rose, Raspberry, Woods, Floral, Romantic",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,169,218,302,476
157,feminine,Victoria'S Secret Warm Horizon,Exact Match,Elysean Perfumes,"A cozy and inviting gourmand fragrance with warm caramel, toasted coconut, and soft vanilla for a comforting, sun-kissed feel.","Caramel, Coconut, Vanilla, Tonka Bean, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,165,210,285,433
158,feminine,Victoria'S Tease Candy Noir,Exact Match,Elysean Perfumes,"Dark gourmand with blackcurrant, jasmine, and sweet amber musk.","Blackcurrant, Jasmine, Amber, Musk, Dark",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,175,229,328,540
159,feminine,Viktor And Rolf Flower Bomb,Inspiration,Elysean Perfumes,"Explosive floral bouquet with jasmine, rose, orchid, and patchouli.","Jasmine, Rose, Orchid, Patchouli, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,168,216,298,465
160,feminine,Viktor And Rolf Flower Bomb Bloom,Inspiration,Elysean Perfumes,"Fresh light floral with peony, rose, and soft warm musk.","Peony, Rose, Musk, Floral, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,179,235,342,574
161,feminine,Yara Pink (Ibc),Exact Match,Elysean Perfumes,Sweet and playful pink fragrance with tropical fruits and creamy vanilla.,"Tropical Fruit, Vanilla, Sugar, Musk, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,172,224,316,508
162,feminine,Yardley White Satin,Inspiration,Elysean Perfumes,"Soft powdery floral with jasmine, rose, and creamy musk.","Jasmine, Rose, Musk, Floral, Powdery",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,167,214,294,455
163,feminine,Ysl Black Opium,Exact Match,Elysean Perfumes,"Addictive dark floral with coffee, vanilla, and white flowers.","Coffee, Vanilla, White Flowers, Dark, Gourmand",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,199,274,427,785
164,feminine,Ysl Black Opium,Inspiration,Elysean Perfumes,"Addictive dark floral with coffee, vanilla, and white flowers.","Coffee, Vanilla, White Flowers, Dark, Gourmand",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,178,234,338,563
165,feminine,Ysl Libre,Exact Match,Elysean Perfumes,"Bold and empowering floral with lavender, orange blossom, and warm vanilla.","Lavender, Orange Blossom, Vanilla, Musk, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,199,273,425,779
166,feminine,Ysl M,Inspiration,Elysean Perfumes,"Elegant and refined woody-floral with fresh citrus, rose, and warm woods.","Citrus, Rose, Woods, Floral, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,173,225,319,517
167,feminine,Zadig And Voltaire This Is Love Her Type,Exact Match,Elysean Perfumes,"Romantic floral with rose, peony, and warm sandalwood musk.","Rose, Peony, Sandalwood, Musk, Floral",Eau de Parfum — 20%,images/ProductCoverImage-Fem.png,50,192,261,398,712
168,masculine,Abercrombie & Fitch Authentic Night,Exact Match,Elysean Perfumes,"Deep and masculine with lavender, sage, and warm woody notes for evening wear.","Lavender, Sage, Woods, Musk, Amber",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,189,255,384,678
169,masculine,Adidas Originals For Him,Inspiration,Elysean Perfumes,"Fresh sporty scent with citrus, lavender, and clean woody base.","Citrus, Lavender, Woods, Fresh, Sporty",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,169,218,302,476
170,masculine,Antonio Banderas Blue Seduction,Inspiration,Elysean Perfumes,"Fresh aromatic scent with citrus, violet leaf, and light woods.","Citrus, Violet Leaf, Woods, Fresh, Aromatic",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,164,208,281,423
171,masculine,Antonio Banderas For Men,Inspiration,Elysean Perfumes,"Warm masculine blend with woody spices, amber, and clean musk.","Spice, Amber, Musk, Woods, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,178,234,338,563
172,masculine,Aramis 900,Inspiration,Elysean Perfumes,"Classic aromatic chypre with herbs, oakmoss, and warm sandalwood.","Herbs, Oakmoss, Sandalwood, Chypre, Aromatic",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,194,263,404,726
173,masculine,Aramis Aramis Classic,Inspiration,Elysean Perfumes,"Bold masculine blend of leather, oakmoss, herbs, and warm spices.","Leather, Oakmoss, Herbs, Spice, Masculine",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,191,258,391,696
174,masculine,Aramis Havanva,Exact Match,Elysean Perfumes,"Oriental fragrance with rich tobacco, spicy notes, and warm woody undertones, evoking the spirit of classic Havana cigars.","Tobacco, Spice, Vanilla, Woods, Amber",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,171,222,312,499
175,masculine,Aramis New West,Inspiration,Elysean Perfumes,"Fresh aquatic aromatic with sea breeze, herbs, and warm cedar.","Sea Breeze, Herbs, Cedar, Aquatic, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,183,243,358,614
176,masculine,Armaf Club De Nuit Intense Man,Exact Match,Elysean Perfumes,Bold woody oud with dark spices and a smoky masculine trail.,"Oud, Spice, Smoky, Woods, Masculine",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,226,324,536,"1,055"
177,masculine,Armani Acqua Di Gio For Men,Inspiration,Elysean Perfumes,"Intense aquatic woody with incense, marine notes, and dark woods.","Incense, Marine, Woods, Aquatic, Intense",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,184,245,363,627
178,masculine,Armani Acqua Di Gio Profumo,Inspiration,Elysean Perfumes,"Intense aquatic-woody with marine notes, incense, and dark woods.","Marine, Incense, Woods, Citrus, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,175,229,327,536
179,masculine,Armani Black Code,Inspiration,Elysean Perfumes,"Dark seductive blend with bergamot, tobacco, and warm guaiac wood.","Bergamot, Tobacco, Guaiac Wood, Dark, Seductive",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,182,242,356,607
180,masculine,Armani With You Intense,Inspiration,Elysean Perfumes,"Warm spiced floral with jasmine, cinnamon, and rich amber woods.","Jasmine, Cinnamon, Amber, Woods, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,184,245,363,625
181,masculine,Asad Lattafa,Exact Match,Elysean Perfumes,"Rich oriental woody with oud, spices, and warm amber resin.","Oud, Spice, Amber, Resin, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,208,291,463,873
182,masculine,Avroy Shlain Endangered For Him,Inspiration,Elysean Perfumes,"Strong masculine woody with green notes, spices, and warm musk.","Green, Spice, Musk, Woods, Masculine",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,182,242,356,607
183,masculine,Azzaro Chrome Original,Exact Match,Elysean Perfumes,"Fresh aromatic aquatic with citrus, herbs, and clean wood base.","Citrus, Herbs, Woods, Aquatic, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,181,239,350,593
184,masculine,Azzaro The Most Wanted,Exact Match,Elysean Perfumes,"Spicy woody aromatic with cardamom, cashmeran, and warm amber.","Cardamom, Cashmeran, Amber, Spicy, Woody",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,184,245,363,627
185,masculine,Azzaro Wanted,Inspiration,Elysean Perfumes,"Fresh spicy woody with ginger, grapefruit, and vetiver base.","Ginger, Grapefruit, Vetiver, Spicy, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,176,230,330,545
186,masculine,B&B Works Bourbon Cologne,Exact Match,Elysean Perfumes,"Warm and rich with bourbon, oak, and warm vanilla musk.","Bourbon, Oak, Vanilla, Musk, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,184,245,363,625
187,masculine,B&B Works Clean Slate Cologne,Exact Match,Elysean Perfumes,"Fresh minimal scent with clean musk, soft citrus, and airy woods.","Musk, Citrus, Woods, Fresh, Clean",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,183,243,359,616
188,masculine,B&B Works Dark Amber And Oud,Exact Match,Elysean Perfumes,"Rich and smoky oriental with dark amber, oud, and warm spices.","Amber, Oud, Spice, Smoke, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,173,225,318,515
189,masculine,B&B Works Teakwood Cologne,Exact Match,Elysean Perfumes,"Bold masculine blend with mahogany teakwood, lavender, and oak.","Teakwood, Lavender, Oak, Mahogany, Masculine",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,181,241,353,602
190,masculine,B&B Works Whiskey Reserve Cologne,Exact Match,Elysean Perfumes,"Bold and smooth with whiskey, smoked oak, and warm spices.","Whiskey, Smoked Oak, Spice, Bold, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,181,239,350,593
191,masculine,Baccarat Rouge,Inspiration,Elysean Perfumes,"Luxurious and addictive with saffron, jasmine, amberwood, and sweet resin.","Saffron, Jasmine, Amberwood, Fir Resin, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,274,415,737,"1,552"
192,masculine,Bvlgari Bvlgari Man,Inspiration,Elysean Perfumes,"Elegant fresh aromatic with white tea, tobacco, and warm woods.","White Tea, Tobacco, Woods, Fresh, Aromatic",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,182,242,356,607
193,masculine,Bvlgari Man In Black 2010,Inspiration,Elysean Perfumes,"Intense oriental with rum, tuberose, spices, and dark amber.","Rum, Tuberose, Spice, Amber, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,177,232,334,554
194,masculine,Carolina Herrera 212 VIP Man,Inspiration,Elysean Perfumes,"Vibrant warm woody with saffron, vetiver, and dark tonka bean.","Saffron, Vetiver, Tonka Bean, Woody, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,180,237,346,582
195,masculine,Carolina Herrera 212 VIP Man,Inspiration,Elysean Perfumes,"Vibrant warm woody with saffron, vetiver, and dark tonka bean.","Saffron, Vetiver, Tonka Bean, Woody, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,189,255,384,678
196,masculine,Chanel Allure Homme Sport,Inspiration,Elysean Perfumes,"Fresh sporty aromatic with citrus, pepper, and warm cedar base.","Citrus, Pepper, Cedar, Fresh, Sporty",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,181,240,351,597
197,masculine,Chanel Bleu De Chanel,Exact Match,Elysean Perfumes,"Sophisticated woody aromatic with citrus, labdanum, and sandalwood.","Citrus, Labdanum, Sandalwood, Woody, Aromatic",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,186,250,374,652
198,masculine,Chloe Atelier Des Fleurs Cedrus,Exact Match,Elysean Perfumes,Sophisticated cedarwood and floral blend with elegant woody structure.,"Cedarwood, Rose, Floral, Woody, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,205,285,452,845
199,masculine,Christian Dior Fahrenheit,Inspiration,Elysean Perfumes,"Iconic warm woody with violet, leather, and warm honey amber.","Violet, Leather, Amber, Honey, Woody",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,174,228,325,531
200,masculine,Christian Dior Homme Intense,Exact Match,Elysean Perfumes,"Dark rich floral with iris, orris root, and warm cedar.","Iris, Orris Root, Cedar, Floral, Dark",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,208,290,462,870
201,masculine,Christian Dior Sauvage,Inspiration,Elysean Perfumes,"Intense spicy woody with cinnamon, sandalwood, and dark amber.","Cinnamon, Sandalwood, Amber, Spicy, Intense",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,175,229,327,536
202,masculine,Christian Dior Sauvage Elixir,Exact Match,Elysean Perfumes,"Fresh and raw with bergamot, Sichuan pepper, and clean ambroxan.","Bergamot, Pepper, Ambroxan, Fresh, Raw",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,203,280,441,818
203,masculine,Creed Aventus Men,Inspiration,Elysean Perfumes,"Prestigious fruity chypre with pineapple, birch, oakmoss, and musk.","Pineapple, Birch, Oakmoss, Musk, Chypre",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,185,247,367,636
204,masculine,D&G The One Gold For Men,Exact Match,Elysean Perfumes,"Warm spiced oriental with tobacco, amber, ginger, and dark woods.","Tobacco, Amber, Ginger, Woods, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,185,247,367,636
205,masculine,David Beckham Instinct,Inspiration,Elysean Perfumes,"Fresh aromatic with citrus, tonka, and warm masculine musk.","Citrus, Tonka Bean, Musk, Fresh, Aromatic",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,178,234,338,563
206,masculine,Davidof Cool Water For Men,Inspiration,Elysean Perfumes,"Classic fresh aquatic with lavender, mint, and warm cedarwood.","Lavender, Mint, Cedar, Aquatic, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,172,222,313,501
207,masculine,Diesel Bad,Exact Match,Elysean Perfumes,"Bold oriental with tobacco, lavender, and warm resinous amber.","Tobacco, Lavender, Amber, Resin, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,190,257,389,691
208,masculine,Diesel Bad,Inspiration,Elysean Perfumes,"Bold oriental with tobacco, lavender, and warm resinous amber.","Tobacco, Lavender, Amber, Resin, Oriental",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,177,233,337,561
209,masculine,Diesel Fuel For Life,Inspiration,Elysean Perfumes,"Fresh fruity woody with grapefruit, raspberry, and warm sandalwood.","Grapefruit, Raspberry, Sandalwood, Woody, Fruity",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,180,239,349,591
210,masculine,Diesel Only The Brave,Inspiration,Elysean Perfumes,"Bright and bold with lemon, violet, and warm amber leather.","Lemon, Violet, Amber, Leather, Bold",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,174,227,324,529
211,masculine,Diesel Plus Plus,Inspiration,Elysean Perfumes,"Fresh citrus woody with bergamot, herbs, and warm masculine base.","Bergamot, Herbs, Woods, Citrus, Fresh",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,186,249,371,647
212,masculine,Diesel Spirit of The Brave,Inspiration,Elysean Perfumes,"Bold and energetic with fresh citrus, spicy notes, and warm woody base.","Citrus, Spice, Woods, Lavender, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Masc.png,50,174,226,322,523
